Tomb No.,Alternate No.,Location,Collection Date,Elevation (MSL),Occupant,Translit. Occupant,Nickname,Translit. Nickname,Occupant Status,Period,Dynasty,Reigning King,Date Begin,Date End,Title1,Title2,Title3,Spouse,Translit. Spouse,Father,Translit. Father,Mother,Translit. Mother,Usurper,Translit. Usurper,Photo Link,Web Link,Notes,Bibliography,ppnsl,x,y
mma516b,p169,Deir el-Bahari,3/29/2006,149.784,Meseh,msH,,,,Middle Kingdom,12,Amenemhat I to Sesostris I,1981,1917,Unknown,,,,,,,,,,,https://gis.cofc.edu/olgistn/p169.htm,,"located in courtyard of tt315 (=mma516), east wall, center. The Hekanakht papyri were found in this tomb by the Metropolitan Museum in 1922. According to Allen (__), the tomb was probably prepared in first or second decades of Dyn. 12, and the papyri were deposited into the tomb as early as first half of the reign of Amenemhat I.","Allen, J. P. The Heqanakht Papyri. PMMA 27. New York: MMA, 2002. Pp.3-6, 128-130; 
James, T. G. H.  The ?e?anakhte Papers and Other Early Middle Kingdom Documents. PMMA 19. New York: MMA, 1962. Pp. 1-3; 
PM 1/2, 651; 
Winlock, H. BMMA 17/12 (December 1922): 38-45 passim, figs. 31-33, 35-36, 45.",,461044.53500000015,2846824.3709999993
mma516c,p170,Deir el-Bahari,3/29/2006,143.547,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/p170.htm,,"located in courtyard of tt315 (=mma516), east wall, south end","Winlock, H. BMMA 17/12 (December 1922): 40, fig. 31.",,461038.949,2846809.024
mma518,,Deir el-Bahari,3/29/2006,154.078,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma518.htm,,located in MMA cemetery 500,,,461097.87600000016,2846796.635
mma519,,Deir el-Bahari,3/29/2006,160.483,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma519.htm,,located in MMA cemetery 500,,,461123.62600000016,2846785.399
mma520,,Deir el-Bahari,3/29/2006,160.833,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma520.htm,,located in MMA cemetery 500,,,461142.6009999998,2846773.6050000004
mma801,,Deir el-Bahari,1/28/2006,125.615,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,,,,460539.60500000045,2846512.705
mma802,,Qurnah reverse slope,1/22/2006,151.182,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,,,,460552.19799999986,2846273.0429999996
mma803,,Qurnah reverse slope,1/22/2006,146.766,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,,,,460591.3770000003,2846274.3670000006
mma804,,Qurnah reverse slope,1/23/2006,132.629,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,,,,460633.48500000034,2846310.0979999993
mma805,,Qurnah reverse slope,1/23/2006,131.989,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,,,,460646.7829999998,2846302.960000001
mma806,,SAQ Upper Enclosure,1/23/2006,121.005,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,located northwest of tt103,,,460657.0789999999,2846324.817
mma808,,SAQ Plain (north),1/24/2006,119.872,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,,,,460712.3219999997,2846272.137
mma810,,SAQ Plain (north),1/24/2006,109.105,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,buried; location approximated.,,,460754.5530000003,2846282.001
mma811,p082,Asasif (west),2/26/2006,109.969,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma811.htm,,Located in MMA cemetery 811-839 along the southern edge of Asasif,,,460812.5120000001,2846361.5979999993
mma812,p081,Asasif (west),2/26/2006,109.04,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma812.htm,,Located in MMA cemetery 811-839 along the southern edge of Asasif,,,460825.62799999956,2846356.647
mma813 center,p079,Asasif (west),2/26/2006,106.689,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma813center.htm,,"MMA cemetery 811-839; used as SCA magazine no. 24( painted ""24"" on outside); mma 813 center (p079) is the central tomb in court shared with mma 813 east (p078), mma 813 west-center (p080) and p084",,,460844.284,2846338.001
mma813 east,p078,Asasif (west),2/26/2006,107.915,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma813east.htm,,"MMA cemetery 811-839; mma813 east (p078) is located in southwest wall of court shared with  mma 813 center (p079), mma 813 west-center (p080) and p084",,,460847.82299999986,2846335.210000001
mma813 west,p083,Asasif (west),2/26/2006,107.96,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma813west.htm,,"MMA cemetery 811-839; located in western wall of court shared with mma 813 east (p078), mma 813 west-center (p080) and p084; not recognized by MMA as separate tomb; however architecture (with axial corridor and burial chamber) suggests it is a separate structure.",,,460837.3360000001,2846349.403999999
mma813 west-center,p080,Asasif (west),2/26/2006,109.524,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma813west-center.htm,,"MMA cemetery 811-839; p080 is the western-most of the 4 tombs in the court shared with mma813 east (p078),  mma 813 center (p079) and p084",,,460838.659,2846345.5950000007
mma815,p077,Asasif (west),2/26/2006,108.248,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma815.htm,,mma 815 has 2 entrances. Located in MMA cemetery 811-839 along the southern edge of Asasif.,,,460864.38599999994,2846318.272
mma816 center,p075,Asasif (west),2/26/2006,104.201,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma816center.htm,,Located in MMA cemetery 811-839 along the southern edge of Asasif; mma816 center mma816 center (p075) is the central tomb in court shared with mma816 east (p074 ) and mma816 west (p076) on either side.,,,460886.29200000037,2846313.3660000004
mma816 east,p074,Asasif (west),2/26/2006,106.394,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma816east.htm,,"Located in MMA cemetery 811-839 along the southern edge of Asasif; used as SCA magazine (""29""); mma816 east (p074 ) is the easternmost of the three tombs in the court shared with mma816 center (p075) and mma816 west (p076)",,,460892.85500000045,2846309.6630000006
mma816 west,p076,Asasif (west),2/26/2006,106.089,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma816west.htm,,"Located in MMA cemetery 811-839 along the southern edge of Asasif; used as SCA magazine (""31""); mma816 west (p076) is the westernmost of the three tombs in the court shared with mma816 east (p074 ) and mma816 center (p075)",,,460879.0429999996,2846314.5030000005
mma817 east,p072,Asasif (west),2/26/2006,107.316,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma817.htm,,Located in MMA cemetery 811-839 along the southern edge of Asasif.,,,460898.02300000004,2846290.307
mma817 west,p073,Asasif (west),2/26/2006,108.693,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma817west.htm,,Located in MMA cemetery 811-839 along the southern edge of Asasif.,,,460895.63599999994,2846293.012
mma818,p070,Asasif (west),2/25/2006,105.141,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma818.htm,,Located in MMA cemetery 811-839 along the southern edge of Asasif.,,,460915.3839999996,2846313.3200000003
mma819,p061,Asasif (west),2/25/2006,88.327,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma819.htm,,Located in MMA cemetery 811-839 along the southern edge of Asasif.,,,460941.76999999955,2846342.8619999997
mma821,p062,Asasif (west),2/25/2006,97.131,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma821.htm,,Located in MMA cemetery 811-839 along the southern edge of Asasif.,,,460934.92700000014,2846365.5639999993
mma822a,p059,Asasif (west),2/25/2006,94.116,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma822a.htm,,"Located in MMA cemetery 811-839 along the southern edge of Asasif; one of six tombs sharing a common courtyard; refurbished by the SCA previously with new external walls of mud brick, plastered, and fitted with iron gates for use as a storage depot for local inspectorate.",,,460943.8650000002,2846306.7640000004
mma822b,p058,Asasif (west),2/25/2006,94.226,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma822b.htm,,"Located in MMA cemetery 811-839 along the southern edge of Asasif; one of six tombs sharing a common courtyard; refurbished by the SCA previously with new external walls of mud brick, plastered, and fitted with iron gates for use as a storage depot for local inspectorate.",,,460939.9450000003,2846305.4159999993
mma822c,p057,Asasif (west),2/25/2006,94.278,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma822c.htm,,"Located in MMA cemetery 811-839 along the southern edge of Asasif; one of six tombs sharing a common courtyard; refurbished by the SCA previously with new external walls of mud brick, plastered, and fitted with iron gates for use as a storage depot for local inspectorate.",,,460940.9929999998,2846302.2809999995
mma822d,p056,Asasif (west),2/25/2006,95.269,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma822d.htm,,"Located in MMA cemetery 811-839 along the southern edge of Asasif; one of six tombs sharing a common courtyard; refurbished by the SCA previously with new external walls of mud brick, plastered, and fitted with iron gates for use as a storage depot for local inspectorate.",,,460942.1799999997,2846299.369000001
mma822e,p055,Asasif (west),2/25/2006,95.88,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma822e.htm,,"Located in MMA cemetery 811-839 along the southern edge of Asasif; one of six tombs sharing a common courtyard; refurbished by the SCA previously with new external walls of mud brick, plastered, and fitted with iron gates for use as a storage depot for local inspectorate.",,,460943.80200000014,2846293.6510000005
mma822f,p054,Asasif (west),2/25/2006,95.925,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma822f.htm,,"Located in MMA cemetery 811-839 along the southern edge of Asasif; one of six tombs sharing a common courtyard; refurbished by the SCA previously with new external walls of mud brick, plastered, and fitted with iron gates for use as a storage depot for local inspectorate.",,,460950.1540000001,2846293.6380000003
mma824?,p047,el-Khokha/Asasif,2/6/2006,100.075,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,"Located in MMA cemetery 811-839 along the southern edge of Asasif; one of six tombs sharing a common courtyard; refurbished by the SCA previously with new external walls of mud brick, plastered, and fitted with iron gates for use as a storage depot for local inspectorate.",,,460943.0070000002,2846223.9169999994
mma838,p148,Asasif (west),3/19/2006,99.459,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma838.htm,,located directly north (behind) Davies house; used as SCA magazine,,,460890.02799999993,2846251.3829999994
mma841,p069,Asasif (west),2/25/2006,104.449,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma841.htm,,Located in MMA cemetery 811-839 along the southern edge of Asasif.,,,460915.90199999977,2846318.546
mma842,p068,Asasif (west),2/25/2006,103.878,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,https://gis.cofc.edu/olgistn/mma82.htm,,Located in MMA cemetery 811-839 along the southern edge of Asasif.,,,460919.6849999996,2846330.569
mma850,k009,SAQ Upper Enclosure,11/5/2005,135.267,Unknown,,,,Primary Owner,Middle Kingdom,11,Mentuhotep I to Mentuhotep IV,2134,1991,Unknown,,,,,,,,,,,,,"MK saff-tomb located below tt121 (Ahmose), undecorated; in cult chamber at rear is statue niche and 2 sloping passages to 2 burial chambers, north and east. Passage to main burial chamber is broken by a vertical shaft descending from courtyard of tt121 above; shaft leads to burial chamber that winds in clockwise directtion (from west to north).  Tomb documented by Charleston expedition (Piccione) along with tt072 and tt121.","Arnold, D. Das Grab des Jnj-jt.f. AVDAIK 4. Mainz: Verlag Philipp von Zabern, 1971, p. 41, pl. 18; 
Kampp, TN 2, 673-674; 
PM 1/2, 677.",,460705.31799999997,2846227.1899999995
mma851,,SAQ Upper Enclosure,11/9/2005,131.429,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,entry through N wall of mma850 colonnade; offset 90 degrees to column-opening,,,460710.7810000004,2846237.137
p001,,SAQ Plain,11/12/2005,116.786,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,located between k088 and k491,,,460718.0650000004,2846062.0150000006
p002,,SAQ Plain,11/18/2005,111.562,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,located below southernmost column of k486,,,460689.63100000005,2846033.7939999998
p007,,SAQ Upper Enclosure,12/2/2005,110.555,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,located in the southeast wall of the tt096 court,,,460558.18599999975,2846014.1319999993
p008,,SAQ Plain,12/9/2005,105.572,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,"new tomb discovered under house rubble (in 2006); the transverse hall used as dressing and wash room. The thickness of the axial corridor doorway has been bricked up and cemented at the back in modern times to create a niche, and a ceramic drainage plate is installed in the floor. In this manner, the niche was used as shower stall. The axial corridor behind this stall is inaccessible. Question: where did all the water go?",,,460803.2089999998,2846056.238
p009,,SAQ Upper Enclosure,12/6/2005,148.647,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,,,,460506.0599999996,2846051.9570000004
p010,,SAQ Plain,12/11/2005,80.724,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,receiver raised up 1m .above entry; p110 is located in the northwest corner of tt050/tt051; perhaps not a tomb (embalming deposit?).,,,460895.76300000027,2845958.2990000006
p011,,Qurnah South,1/13/2006,89.249,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,previously unmapped,,,460477.2999999998,2845854.0999999996
p012,,Qurnah South,1/13/2006,88.383,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,previously unmapped,,,460503.7400000002,2845809.1319999993
p013,,Qurnah South,1/14/2006,94.891,Unknown,,,,,Middle Kingdom,11 to 13,,2134,1668,,,,,,,,,,,,,,partly buried saff-tomb,,,460512.2929999996,2845802.5250000004
p014,,el-Khokha,1/16/2006,96.06,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,new tomb revealed after house removal,,,461059.4299999997,2846070.4910000004
p015,,el-Khokha,1/16/2006,95.697,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,new tomb revealed after house removal,,,461061.8940000003,2846067.2420000006
p016,,el-Khokha,1/16/2006,88.566,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,new tomb revealed after house removal,,,461064.60500000045,2846055.4179999996
p018,,Qurnah South,1/17/2006,115.015,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,partly buried   ,,,460420.0310000004,2845954.9619999994
p019,,Qurnah South,1/17/2006,116.06,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,located beside soccer field (probably a new tomb?),,,460404.8439999996,2845966.7870000005
p020,,SAQ Plain (north),1/24/2006,109.226,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,located below monastery Deir Epiphanius,,,460747.28000000026,2846338.1569999997
p021,,Deir el-Bahari,1/24/2006,108.73,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,"LP priest of Montu, shallow shaft tomb",,,460636.5719999997,2846501.681
p022,,Deir el-Bahari,1/24/2006,108.65,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,"LP priest of Montu, shallow shaft tomb",,,460635.23199999984,2846497.4499999993
p023,,Deir el-Bahari,1/25/2006,121.751,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,"LP priest of Montu tomb, partly buried",,,460622.97699999996,2846487.8819999993
p024,,Deir el-Bahari,1/25/2006,127.426,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,"LP priest of Montu tomb, subsurface w/ small court",,,460594.47300000023,2846474.7459999993
p025,,Deir el-Bahari,1/25/2006,121.462,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,"LP priest of Montu tomb, subsurface, shallow court",,,460631.17700000014,2846468.0889999997
p026,,Deir el-Bahari,1/25/2006,121.068,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,"LP priest of Montu tomb, subsurface, shallow shaft",,,460631.9919999996,2846475.1449999996
p027,,Deir el-Bahari,1/25/2006,124.314,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,"LP priest of Montu tomb, subsurface, shaft buried",,,460623.32299999986,2846476.9020000007
p028,,Deir el-Bahari,1/25/2006,122.021,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,"LP priest of Montu tomb, shaft buried",,,460634.23699999973,2846479.8949999996
p029,,Deir el-Bahari,1/25/2006,119.202,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,LP priest of Montu tomb,,,460632.7750000004,2846466.421
p030,,Deir el-Bahari,1/25/2006,127.564,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,"LP priest of Montu tomb, shaft partly buried",,,460597.77300000004,2846472.835999999
p031,,el-Khokha,1/25/2006,92.69,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,"Surveyed 1/26/06. p031 is probably not T-shaped, since arrangement of rockface outside not permit. If a transverse corridor did exist here once, then the entire matrix of rock contaioning is is gone (not impossible). Now buried half-way up. Presents as a large broken axial corridor located up on the hill southwest of tt044. Entire rock hill has been cracked open here, resulting in destruction of tt113, k323, k324.  To east is el-Khokha. Where the hill is not broken away, the axial corridor shows regular walls and ceiling.  Opening is wide and irregular.",,,460900.1660000002,2846079.283
p032,,Deir el-Bahari,1/28/2006,97.699,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,"Surveyed 1/29/06. p032 is NK tomb, T-shaped. Tomb faces south and west with a northeastern central axis. Transverse hall is mostly destroyed, appears undecorated. Here hillock is cracked open and collapsed (as in tt044 complex). Southwest wall of transverse hall is gone exept for west corner and southeast section.  North and east walls survive; north wall with remains of thick mud plaster. Limestone very bad.  Axial corridor is intact, but like transverse hall is filled with stones and trash to .5 m. of ceiling.  Doorway appears to open in east wall of axial corridor. Walls appear to have a regular surface, although no decoration apparent. Tomb lies immediately east of ghafir's hut at base of rocky outcrop. ",,,460902.6869999999,2846180.7459999993
p033,,el-Khokha,1/29/2006,104.94,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,located under and south of Davies house; used as SCA magazine,,,460898.676,2846206.465
p034,,SAQ Upper Enclosure,1/29/2006,90.135,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,central door in tt044 complex,,,460907.18599999975,2846089.353
p035,,el-Khokha,1/29/2006,94.619,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,"new tomb revealed in house now removed, roof and façade wall destroyed",,,460962.9840000002,2846083.4460000005
p036,,el-Khokha,1/29/2006,95.556,Unknown,,,,,Undefined,Unknown,,,,,,,,,,,,,,,,,"Surveyed 1/30-1/31/06. Newly discovered tomb, once part of a derelict house now removed; surviving is rear of axial corridor and north end of transverse hallway.  Tomb is nearly completely cut away, probably by house owners.  However, initial destruction appears natural. All tombs here, k032, k033, k034, k035, p035, p036 all extensions of same rocky hillock of tt044 complex, destroyed previously. Mud plastered and soot-blackened wall covered with skins, and rear chamber divided. p035, p036  were covered by a single house, along with k032, k033, k034. Another derelict house adjacent contains at least 2 tombs, perhaps p037 and p038.  p036 and p035 have substantial sections quarried away by house dwellers to adapt the tomb to the house needs and terrain.",,,460965.9759999998,2846076.3200000003
